"Estimate","Std. Error","t value","Pr(>|t|)","Term"
60.0300185087268,8.44118902167874,7.11155956282428,5.64549148346338e-12,"(Intercept)"
0.577336901391321,0.171822543623045,3.36007656048859,0.000857302122041011,"Age"
0.130381390315685,0.243887618850015,0.534596183809833,0.593238512513146,"BMI"
0.0738274090636566,0.523147037528244,0.14112171869017,0.887847787465029,"Pregnancies"
0.213409366747729,0.107686859404093,1.98175866515815,0.048218916261382,"BloodPressure"
0.0743315752823077,0.157685247769043,0.471392069543367,0.637628481497225,"SkinThickness"
0.133211142135359,0.0108359224420617,12.2934750453985,1.61702307776064e-29,"Insulin"
4.17854714681356,3.6241231279163,1.15298156252655,0.249635148098875,"DiabetesPedigreeFunction"
