"Estimate","Std. Error","z value","Pr(>|z|)","Term"
-8.05240231137434,1.48616730621161,-5.41823405596287,6.01905870127744e-08,"(Intercept)"
0.0594596976888438,0.0446952874455225,1.3303348314141,0.183407975799448,"BMI"
-0.0179129214959707,0.041188306746162,-0.434903080778863,0.66363277830349,"Age"
0.0363808834727264,0.00352826196894813,10.3112761447168,6.26636354985559e-25,"Glucose"
0.105937438194089,0.0324475862493463,3.26487885354562,0.00109510903744307,"Pregnancies"
0.000960614291898281,0.00128664182162074,0.746605835249645,0.45530152505236,"BMI:Age"
